id,Amandina,Arabia,Comtesse,Crème brulée,Jelly Black,Jelly Milk,Jelly White,Noblesse,Noir authentique,Passion au lait,Stracciatella,Tentation noir,Triangolo
L1000799_JPG.rf.d5948edec94b0c82a76d5bebd68ee276.jpg,0,2,0,0,2,2,0,2,0,0,0,0,0
L1000802_JPG.rf.137d9ac3cd3b83c6c75ef08b96d94890.jpg,0,0,2,0,0,0,0,0,0,2,0,0,0
L1000802_JPG.rf.5dbca6d8e82b9def759ea421fa028c93.jpg,0,0,2,0,0,0,0,0,0,2,0,0,0
L1000802_JPG.rf.71ec4e632c2af4a7abb11fee909c6157.jpg,0,0,2,0,0,0,0,0,0,2,0,0,0
L1000804_JPG.rf.0f56c1e7530f3b40bb05966342977e76.jpg,0,0,0,1,0,0,0,0,2,0,0,0,2
L1000804_JPG.rf.195ab32e1d39bb21b204280402f877cb.jpg,0,0,0,1,0,0,0,0,2,0,0,0,2
L1000804_JPG.rf.5db82789f6d4f2e0af14ba5203199e58.jpg,0,0,0,1,0,0,0,0,2,0,0,0,2
L1000808_JPG.rf.45a70b64b3ae77d938b8949324cd113c.jpg,0,0,0,0,3,3,3,0,0,0,0,0,0
L1000808_JPG.rf.9f05b4c85869ca498c063b24a3771307.jpg,0,0,0,0,3,3,3,0,0,0,0,0,0
L1000808_JPG.rf.be76ddf88fe54474694ace2be3f8386e.jpg,0,0,0,0,3,3,3,0,0,0,0,0,0
L1000810_JPG.rf.20bccffe7f23c9d6f77f246c4c7821b2.jpg,1,2,0,0,2,0,1,0,0,0,0,0,1
L1000810_JPG.rf.4dbb9ea7636921f4e2c83b2ee1138ba1.jpg,1,2,0,0,2,0,1,0,0,0,0,0,1
L1000810_JPG.rf.77ed3a139ad21c4d5ea7e60142bb23ec.jpg,1,2,0,0,2,0,1,0,0,0,0,0,1
L1000812_JPG.rf.78faa04819f50a74d6dc4c8759dd7388.jpg,2,0,3,0,0,0,0,0,0,0,0,2,0
L1000812_JPG.rf.ad81d61e00ac23312b2b0010909ab47e.jpg,2,0,3,0,0,0,0,0,0,0,0,2,0
L1000812_JPG.rf.c44842add429873316f029b48a5d6c88.jpg,2,0,3,0,0,0,0,0,0,0,0,2,0
L1000815_JPG.rf.016851165872a9761f95ed3217e2eb61.jpg,1,0,0,0,1,0,1,1,1,0,0,0,1
L1000815_JPG.rf.01c4276cd7e3cbb1bbdf15e4c0cc0a66.jpg,1,0,0,0,1,0,1,1,1,0,0,0,1
L1000815_JPG.rf.8d9b965c92ea7adbdf41cdf95cc2315e.jpg,1,0,0,0,1,0,1,1,1,0,0,0,1
L1000817_JPG.rf.5118f24c3a93a45a4f79325e5082bb98.jpg,0,2,1,2,0,0,0,0,0,0,0,0,0
L1000817_JPG.rf.5ff4e70199d99e42cf627b3bd5e8f7f6.jpg,0,2,1,2,0,0,0,0,0,0,0,0,0
L1000817_JPG.rf.80a8993937e2708b49ce224d742bd3af.jpg,0,2,1,2,0,0,0,0,0,0,0,0,0
L1000826_JPG.rf.4d84e687a52769484db6b7f57f2bc74c.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
L1000826_JPG.rf.69a8f9b2cc4eed9b0aeab4585f426e25.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
L1000826_JPG.rf.8ef23d80b6bf9545cf026117d1123304.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
L1000827_JPG.rf.4a494847bde7f60d7a5837a2306d0d60.jpg,0,1,0,2,0,0,0,2,0,0,0,3,0
L1000827_JPG.rf.c89b9c39081f5f0c219a07ddd318e390.jpg,0,1,0,2,0,0,0,2,0,0,0,3,0
L1000827_JPG.rf.cc8e5815b24f740de458296114c16deb.jpg,0,1,0,2,0,0,0,2,0,0,0,3,0
L1000828_JPG.rf.26bf8eaeaf5402ecf90e698a91331439.jpg,0,1,2,0,0,0,0,0,1,1,2,0,0
L1000828_JPG.rf.41c01fb22f925328bc251e32d5272eff.jpg,0,1,2,0,0,0,0,0,1,1,2,0,0
L1000828_JPG.rf.5d33f47e1e8212bb058826c1ad4984ec.jpg,0,1,2,0,0,0,0,0,1,1,2,0,0
L1000831_JPG.rf.41e8f6ed7ea30b793f5b2084de5f0ec6.jpg,0,0,2,0,0,0,0,2,0,0,0,0,1
L1000831_JPG.rf.4941f109d8734daf861c149c08bdc3f6.jpg,0,0,2,0,0,0,0,2,0,0,0,0,1
L1000831_JPG.rf.877be8f03882ae7b68dc17a56a64252c.jpg,0,0,2,0,0,0,0,2,0,0,0,0,1
L1000843_JPG.rf.4c2b10afa2ee82543e8dd8f66450e7f2.jpg,0,3,0,0,0,0,0,0,0,3,3,0,0
L1000843_JPG.rf.8a1269ee51f158882f5f939bfe1a3089.jpg,0,3,0,0,0,0,0,0,0,3,3,0,0
L1000843_JPG.rf.92b75ea5601a597a61a406d5ac4ff85e.jpg,0,3,0,0,0,0,0,0,0,3,3,0,0
L1000844_JPG.rf.7c3ead9cf74f123308ffe4d86f399b08.jpg,0,0,0,0,0,0,0,0,0,0,0,4,3
L1000844_JPG.rf.80820dd8de9b4728f5da4943cec99b96.jpg,0,0,0,0,0,0,0,0,0,0,0,4,3
L1000844_JPG.rf.dcb83f7261e3d92c6cb4cdd8a9dff6c4.jpg,0,0,0,0,0,0,0,0,0,0,0,4,3
L1000850_JPG.rf.78c88e89e10be461a5c1c0f100c0944c.jpg,0,0,0,0,0,0,0,2,2,0,0,0,2
L1000850_JPG.rf.a1da916a22a5d893cbaf4b90a3c994fe.jpg,0,0,0,0,0,0,0,2,2,0,0,0,2
L1000850_JPG.rf.e98aa2bf927c2f084756d8b942c3e915.jpg,0,0,0,0,0,0,0,2,2,0,0,0,2
L1000851_JPG.rf.60967618673797a29d7ee2ce51ad6f86.jpg,0,1,0,1,0,0,0,1,1,0,0,0,0
L1000851_JPG.rf.c1f0397a71414d139e51339caf1594c5.jpg,0,1,0,1,0,0,0,1,1,0,0,0,0
L1000851_JPG.rf.e1c994674bb345a9169cf2d6eafea277.jpg,0,1,0,1,0,0,0,1,1,0,0,0,0
L1000854_JPG.rf.906f4602dcea50f07d05cb7486ed9541.jpg,0,0,0,0,2,0,0,0,0,2,2,2,0
L1000854_JPG.rf.b7a1cac247ae1f1f2b74761d310a9a5d.jpg,0,0,0,0,2,0,0,0,0,2,2,2,0
L1000854_JPG.rf.bb2f606ab77d5eb4654f5aefd15cd72d.jpg,0,0,0,0,2,0,0,0,0,2,2,2,0
L1000859_JPG.rf.51a3fdf9fc6d699d3958df3648590112.jpg,1,0,1,2,0,0,0,0,0,1,0,0,0
L1000859_JPG.rf.6ddd1ca4af0ee3aeacf02204d76c9db3.jpg,1,0,1,2,0,0,0,0,0,1,0,0,0
L1000859_JPG.rf.bc8259a6a0687a0fd0ac5f5e084dbb94.jpg,1,0,1,2,0,0,0,0,0,1,0,0,0
L1000866_JPG.rf.5d335e6ebfe34b26e4bc0967cab21cd9.jpg,2,0,0,0,0,2,0,1,1,1,0,0,0
L1000866_JPG.rf.a165167e1acc17cdee6692692bbe7e4f.jpg,2,0,0,0,0,2,0,1,1,1,0,0,0
L1000866_JPG.rf.ca2bd41ccefa841d58f8d482c5230c0e.jpg,2,0,0,0,0,2,0,1,1,1,0,0,0
L1000870_JPG.rf.326711723de81b1308a282bf0b4c57b0.jpg,0,0,1,0,0,0,0,0,2,0,0,1,1
L1000870_JPG.rf.95e5e9325d17575f679ebf86b81e14a5.jpg,0,0,1,0,0,0,0,0,2,0,0,1,1
L1000870_JPG.rf.bab118aab935cc0a49ed8867926543a9.jpg,0,0,1,0,0,0,0,0,2,0,0,1,1
L1000872_JPG.rf.0f65acda6d1e7f866f416181cbd5b7d6.jpg,0,2,0,2,0,0,0,0,0,1,0,0,0
L1000872_JPG.rf.c3483b4948d3eb2d5634c982554cf8ee.jpg,0,2,0,2,0,0,0,0,0,1,0,0,0
L1000872_JPG.rf.cba369af715715ffe6ed0d7e28411368.jpg,0,2,0,2,0,0,0,0,0,1,0,0,0
L1000875_JPG.rf.3c32eb024fb7a67c73fc975d7f556121.jpg,1,0,1,0,1,1,1,1,0,0,0,1,0
L1000875_JPG.rf.4a96db821077a1675d7759490b8185b7.jpg,1,0,1,0,1,1,1,1,0,0,0,1,0
L1000875_JPG.rf.a5f3961b98fda19aa6a2d61134eb7cae.jpg,1,0,1,0,1,1,1,1,0,0,0,1,0
L1000876_JPG.rf.1e8ce9cb30defa33c74180d455b24092.jpg,0,0,1,0,0,0,0,0,0,1,0,2,0
L1000876_JPG.rf.8924e6da565c4aa97e0d1cef4ebdbc83.jpg,0,0,1,0,0,0,0,0,0,1,0,2,0
L1000876_JPG.rf.9dc70e63a109ba8ca42de49ad8440443.jpg,0,0,1,0,0,0,0,0,0,1,0,2,0
L1000880_JPG.rf.294fa6f3f62d597776a1b55dfe8d833d.jpg,0,0,1,0,0,0,0,1,0,2,0,1,0
L1000880_JPG.rf.2abdd7c02763c5ad430b2807c7e0931a.jpg,0,0,1,0,0,0,0,1,0,2,0,1,0
L1000880_JPG.rf.2b2fcc780831174f654b83fbc9237b24.jpg,0,0,1,0,0,0,0,1,0,2,0,1,0
L1000882_JPG.rf.9ad03cba7023976e9cf138bd8dec2309.jpg,1,0,0,0,0,0,0,1,1,0,1,0,1
L1000882_JPG.rf.c4a19d40cb12066ea8b85c258bccf12e.jpg,1,0,0,0,0,0,0,1,1,0,1,0,1
L1000882_JPG.rf.cce312165577ffed99718e91275a2058.jpg,1,0,0,0,0,0,0,1,1,0,1,0,1
L1000885_JPG.rf.2e715ffb86132ff5462046cf5fe078ad.jpg,0,2,0,0,0,0,0,2,0,0,2,0,0
L1000885_JPG.rf.4f7d40ef591b588398dc51946232e3ce.jpg,0,2,0,0,0,0,0,2,0,0,2,0,0
L1000885_JPG.rf.e0bbb4ef6976f4d43e8536aa62a039a2.jpg,0,2,0,0,0,0,0,2,0,0,2,0,0
L1000888_JPG.rf.11f1b23c25cab8d1897ea802d80331f4.jpg,2,0,0,2,0,0,0,0,0,0,0,0,1
L1000888_JPG.rf.730ae0d83017b3737975f66285a32ebe.jpg,2,0,0,2,0,0,0,0,0,0,0,0,1
L1000888_JPG.rf.94350c5f472555fbe8f510c1168d2193.jpg,2,0,0,2,0,0,0,0,0,0,0,0,1
L1000890_JPG.rf.2bc6885a3200ca24f02767c76dc37b7a.jpg,0,0,0,0,2,2,2,0,0,0,0,0,0
L1000890_JPG.rf.be3a947a1a1bc8404fcb70161e9ccc96.jpg,0,0,0,0,2,2,2,0,0,0,0,0,0
L1000890_JPG.rf.d07dc344e6353077931b276348cf95d9.jpg,0,0,0,0,2,2,2,0,0,0,0,0,0
L1000894_JPG.rf.42f5f8606c953c690a41de85610d9270.jpg,0,0,1,0,0,0,0,0,0,2,2,0,0
L1000894_JPG.rf.b27b0a8b18bbffa373361059d5facd96.jpg,0,0,1,0,0,0,0,0,0,2,2,0,0
L1000894_JPG.rf.e046a95cbe5230d2b97a38764abda18e.jpg,0,0,1,0,0,0,0,0,0,2,2,0,0
L1000896_JPG.rf.6af02ebb4b437533cae8b92ddd47527b.jpg,0,0,2,0,0,0,2,0,0,2,0,0,0
L1000896_JPG.rf.e9cc297e9464bc56dbbd0e4729cdfe89.jpg,0,0,2,0,0,0,2,0,0,2,0,0,0
L1000896_JPG.rf.f0fac5470ebe0309752bbf9e7a4a40d1.jpg,0,0,2,0,0,0,2,0,0,2,0,0,0
L1000899_JPG.rf.64f14a2cc55897777d72493a8f7e9ccc.jpg,0,0,1,0,1,1,1,0,1,0,0,0,0
L1000899_JPG.rf.aa367849a67f320758ab1ccd0d1733f5.jpg,0,0,1,0,1,1,1,0,1,0,0,0,0
L1000899_JPG.rf.aa451ec28251d49f278bd74c524a0c9f.jpg,0,0,1,0,1,1,1,0,1,0,0,0,0
L1000900_JPG.rf.3075c752884da73eca01a5773942985f.jpg,0,1,0,0,0,0,0,1,1,1,1,0,0
L1000900_JPG.rf.c406b933e5a053fc263503df5cc6e1c7.jpg,0,1,0,0,0,0,0,1,1,1,1,0,0
L1000900_JPG.rf.fb7617dc35febcfa1803b28d540e90ba.jpg,0,1,0,0,0,0,0,1,1,1,1,0,0
L1000903_JPG.rf.64a3d47b78bc306fb6c00dc40b2e832e.jpg,0,0,0,2,0,0,2,0,0,0,0,0,0
L1000903_JPG.rf.aeef6ead7a7fa2e9632360a206ea3f0d.jpg,0,0,0,2,0,0,2,0,0,0,0,0,0
L1000903_JPG.rf.db1ab156f0629fa0ed4d2ade9c58e2ec.jpg,0,0,0,2,0,0,2,0,0,0,0,0,0
L1000909_JPG.rf.631c0393c30348dec0aadf5bc0fd01b6.jpg,1,0,3,0,0,0,0,0,0,0,0,1,1
L1000909_JPG.rf.a73cee7b67953064f731f75fe509b1f0.jpg,1,0,3,0,0,0,0,0,0,0,0,1,1
L1000909_JPG.rf.ec44a191aeef0d1b63999e9b7f328306.jpg,1,0,3,0,0,0,0,0,0,0,0,1,1
L1000910_JPG.rf.baa99d94cc5c1e3436bf35ff9aa0c8d6.jpg,0,0,0,0,2,2,0,0,3,0,0,0,0
L1000910_JPG.rf.dab84f80a569786b04de71ec1ab4f74f.jpg,0,0,0,0,2,2,0,0,3,0,0,0,0
L1000910_JPG.rf.ee0a2ab612bf1ae2459ed93df07d052c.jpg,0,0,0,0,2,2,0,0,3,0,0,0,0
L1000914_JPG.rf.05e32528b1d485d5da12e4fc05bed7ad.jpg,0,0,0,0,0,0,0,0,0,2,2,2,0
L1000914_JPG.rf.7a0ac99a6c8221c371479db8a08ab9d7.jpg,0,0,0,0,0,0,0,0,0,2,2,2,0
L1000914_JPG.rf.98fb6476643986a79f2f99a649eb8a4c.jpg,0,0,0,0,0,0,0,0,0,2,2,2,0
L1000916_JPG.rf.02e5ce09d9eaded4953eb0edc556c58c.jpg,0,0,2,1,0,0,0,0,0,0,0,0,1
L1000916_JPG.rf.50c6eb4f1f5f9e741e76fd8e02211d14.jpg,0,0,2,1,0,0,0,0,0,0,0,0,1
L1000916_JPG.rf.f866ea3e99e6fe83f11e1f6fd55337ee.jpg,0,0,2,1,0,0,0,0,0,0,0,0,1
L1000923_JPG.rf.6e0ec68a487eefc849ee89b63ac41618.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
L1000923_JPG.rf.7da8974d8ab70a2a7cbfa745b1d999d1.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
L1000923_JPG.rf.965532c30ad09ca276f44b2eae53bc22.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
L1000926_JPG.rf.4f72934cd6a436f54b5757e0b484db67.jpg,0,0,5,0,0,0,3,0,0,0,0,0,0
L1000926_JPG.rf.7e76373e61c9b74041bd82f9213935b2.jpg,0,0,5,0,0,0,3,0,0,0,0,0,0
L1000926_JPG.rf.8e2fe703ee366d85b2b7d5df176498c5.jpg,0,0,5,0,0,0,3,0,0,0,0,0,0
L1000928_JPG.rf.0d31c8889ea03d5e1e1ed9f632ddfa88.jpg,0,2,0,0,0,0,0,0,2,0,2,0,0
L1000928_JPG.rf.70ebf40215827e4de4d9ebc52be36aac.jpg,0,2,0,0,0,0,0,0,2,0,2,0,0
L1000928_JPG.rf.b64e54556592cf385a7fc237f9b47fce.jpg,0,2,0,0,0,0,0,0,2,0,2,0,0
L1000930_JPG.rf.64bdf00ab915df03dc3002d28821bb6f.jpg,0,0,0,4,3,3,0,0,0,0,0,0,0
L1000930_JPG.rf.73bc207f734bab67c1e463114a3d9ccf.jpg,0,0,0,4,3,3,0,0,0,0,0,0,0
L1000930_JPG.rf.996e373c8ffc8655e143622510153683.jpg,0,0,0,4,3,3,0,0,0,0,0,0,0
L1000932_JPG.rf.20544eecb043b4827d45faef7e1838e8.jpg,1,1,0,0,0,0,2,0,0,0,1,0,0
L1000932_JPG.rf.3a9a90fd520235ee02ab7436eee6d6ac.jpg,1,1,0,0,0,0,2,0,0,0,1,0,0
L1000932_JPG.rf.8f1613be1da1840474261dc086945cf7.jpg,1,1,0,0,0,0,2,0,0,0,1,0,0
L1000939_JPG.rf.53ce0e18f07cebc44300e429afb92e18.jpg,0,0,0,0,2,2,0,0,0,0,0,2,2
L1000939_JPG.rf.85a6290d95fbaedb8da70bca480efdcd.jpg,0,0,0,0,2,2,0,0,0,0,0,2,2
L1000939_JPG.rf.caf9590fdf840f5dc819d8c46674cec3.jpg,0,0,0,0,2,2,0,0,0,0,0,2,2
L1000941_JPG.rf.006714b64ec803628f3574610cf40178.jpg,0,1,1,0,0,0,1,0,0,1,0,1,0
L1000941_JPG.rf.19520b19fcb2e6c061584425c2ff6e9d.jpg,0,1,1,0,0,0,1,0,0,1,0,1,0
L1000941_JPG.rf.97fc641b907ebbd150e8112714b27702.jpg,0,1,1,0,0,0,1,0,0,1,0,1,0
L1000946_JPG.rf.2a713943d9223b769f8e606890ef9584.jpg,0,0,0,1,0,0,2,0,0,0,0,2,0
L1000946_JPG.rf.5d7e01fba7073fb1032aba5ac8a02979.jpg,0,0,0,1,0,0,2,0,0,0,0,2,0
L1000946_JPG.rf.bab7d6bea467de143a9e3842df1b7fa4.jpg,0,0,0,1,0,0,2,0,0,0,0,2,0
L1000951_JPG.rf.30792dc77ca1ef0a3a1cb0247a2ae432.jpg,0,0,0,0,1,1,0,2,2,2,0,0,0
L1000951_JPG.rf.d4f7247160155c6ce77ab724e668cdff.jpg,0,0,0,0,1,1,0,2,2,2,0,0,0
L1000951_JPG.rf.da11fe9dabaa53c0baa4458e407200b6.jpg,0,0,0,0,1,1,0,2,2,2,0,0,0
L1000952_JPG.rf.824015754f13f62c6d23d5681a6ace47.jpg,1,2,0,1,0,0,0,0,0,0,0,1,1
L1000952_JPG.rf.ba714daa08d2082b0553df08ea5c7fc2.jpg,1,2,0,1,0,0,0,0,0,0,0,1,1
L1000952_JPG.rf.c1985ef64264e5ba2eaa8affd9ed8b34.jpg,1,2,0,1,0,0,0,0,0,0,0,1,1
L1000957_JPG.rf.0b22039b379c0c50534a7aaa2bc68cbf.jpg,0,0,1,0,0,0,0,1,2,2,0,1,0
L1000957_JPG.rf.194f55629e30c652dd36341491ae7a5a.jpg,0,0,1,0,0,0,0,1,2,2,0,1,0
L1000957_JPG.rf.3e0e46f648ada0fa6eb755a9b384710b.jpg,0,0,1,0,0,0,0,1,2,2,0,1,0
L1000963_JPG.rf.2f872fb22cdc9acad8f9a0b80c7ff6d1.jpg,0,0,0,1,0,0,0,0,0,0,0,1,2
L1000963_JPG.rf.ac88c093894f96e96020a421060c4b71.jpg,0,0,0,1,0,0,0,0,0,0,0,1,2
L1000963_JPG.rf.f40cacf70ff05ea1f534022d1002b6e4.jpg,0,0,0,1,0,0,0,0,0,0,0,1,2
L1000964_JPG.rf.25cc225e6a13b9d6276a0e900271cc83.jpg,0,1,0,0,1,1,0,2,0,0,0,0,0
L1000964_JPG.rf.43d2f735f85497b4dbef3b86948873d2.jpg,0,1,0,0,1,1,0,2,0,0,0,0,0
L1000964_JPG.rf.589cc09ef31af3c240e5e3a12e70aa72.jpg,0,1,0,0,1,1,0,2,0,0,0,0,0
L1000965_JPG.rf.67f961fb87176f77af411e764805e0ad.jpg,0,2,0,0,0,0,0,0,0,3,3,0,0
L1000965_JPG.rf.b12e555bbed800cc3ca1b26bd91240fb.jpg,0,2,0,0,0,0,0,0,0,3,3,0,0
L1000965_JPG.rf.e59b3f17eb331061171348834467a5ac.jpg,0,2,0,0,0,0,0,0,0,3,3,0,0
L1000971_JPG.rf.4890021c386add5ecca64e4c2c94e287.jpg,2,0,0,2,0,0,0,0,0,0,0,0,2
